2023-04-26 11:17:55,017 INFO    StreamThr :7688 [internal.py:wandb_internal():86] W&B internal server running at pid: 7688, started at: 2023-04-26 11:17:55.016856
2023-04-26 11:17:55,021 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status
2023-04-26 11:17:55,023 INFO    WriterThread:7688 [datastore.py:open_for_write():85] open: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\run-v1p9madg.wandb
2023-04-26 11:17:55,024 DEBUG   SenderThread:7688 [sender.py:send():375] send: header
2023-04-26 11:17:55,024 DEBUG   SenderThread:7688 [sender.py:send():375] send: run
2023-04-26 11:17:56,211 INFO    SenderThread:7688 [dir_watcher.py:__init__():219] watching files in: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files
2023-04-26 11:17:56,213 INFO    SenderThread:7688 [sender.py:_start_run_threads():1124] run started: v1p9madg with start time 1682497074.200185
2023-04-26 11:17:56,214 DEBUG   SenderThread:7688 [sender.py:send_request():402] send_request: summary_record
2023-04-26 11:17:56,215 INFO    SenderThread:7688 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-26 11:17:56,216 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: check_version
2023-04-26 11:17:56,217 DEBUG   SenderThread:7688 [sender.py:send_request():402] send_request: check_version
2023-04-26 11:17:56,454 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: run_start
2023-04-26 11:17:56,460 DEBUG   HandlerThread:7688 [system_info.py:__init__():31] System info init
2023-04-26 11:17:56,460 DEBUG   HandlerThread:7688 [system_info.py:__init__():46] System info init done
2023-04-26 11:17:56,460 INFO    HandlerThread:7688 [system_monitor.py:start():181] Starting system monitor
2023-04-26 11:17:56,460 INFO    SystemMonitor:7688 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-26 11:17:56,460 INFO    HandlerThread:7688 [system_monitor.py:probe():201] Collecting system info
2023-04-26 11:17:56,463 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started cpu monitoring
2023-04-26 11:17:56,464 DEBUG   HandlerThread:7688 [system_info.py:probe():195] Probing system
2023-04-26 11:17:56,464 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started disk monitoring
2023-04-26 11:17:56,465 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started memory monitoring
2023-04-26 11:17:56,470 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started network monitoring
2023-04-26 11:17:56,470 DEBUG   HandlerThread:7688 [system_info.py:_probe_git():180] Probing git
2023-04-26 11:17:56,529 DEBUG   HandlerThread:7688 [system_info.py:_probe_git():188] Probing git done
2023-04-26 11:17:56,529 DEBUG   HandlerThread:7688 [system_info.py:probe():240] Probing system done
2023-04-26 11:17:56,529 DEBUG   HandlerThread:7688 [system_monitor.py:probe():210] {'os': 'Windows-10-10.0.22621-SP0', 'python': '3.10.11', 'heartbeatAt': '2023-04-26T08:17:56.464801', 'startedAt': '2023-04-26T08:11:28.540986', 'docker': None, 'cuda': None, 'args': None, 'state': 'running', 'program': '<python with no main file>', 'git': {'remote': 'https://github.com/mvulf/Drop_wall_impact.git', 'commit': '85f6575b0654e99398387aa98d14b5b830dc3faf'}, 'email': 'dimahzharikov10@gmail.com', 'root': 'D:/‘“Ë¿ƒ/vkr_gh/Drop_wall_impact', 'host': 'HUAWEI', 'username': 'dimaz', 'executable': 'C:\\Users\\dimaz\\AppData\\Local\\Microsoft\\WindowsApps\\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\\python.exe', 'cpu_count': 14, 'cpu_count_logical': 20, 'cpu_freq': {'current': 1506.0, 'min': 0.0, 'max': 2300.0}, 'cpu_freq_per_core': [{'current': 1506.0, 'min': 0.0, 'max': 2300.0}], 'disk': {'total': 341.22753524780273, 'used': 14.21652603149414}, 'memory': {'total': 15.733024597167969}}
2023-04-26 11:17:56,529 INFO    HandlerThread:7688 [system_monitor.py:probe():211] Finished collecting system info
2023-04-26 11:17:56,529 INFO    HandlerThread:7688 [system_monitor.py:probe():214] Publishing system info
2023-04-26 11:17:56,529 DEBUG   HandlerThread:7688 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-04-26 11:17:56,530 DEBUG   HandlerThread:7688 [system_info.py:_save_pip():67] Saving pip packages done
2023-04-26 11:17:56,530 INFO    HandlerThread:7688 [system_monitor.py:probe():216] Finished publishing system info
2023-04-26 11:17:56,531 DEBUG   SenderThread:7688 [sender.py:send():375] send: files
2023-04-26 11:17:56,531 INFO    SenderThread:7688 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-04-26 11:17:56,540 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: stop_status
2023-04-26 11:17:56,540 DEBUG   SenderThread:7688 [sender.py:send_request():402] send_request: stop_status
2023-04-26 11:17:56,542 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: partial_history
2023-04-26 11:17:56,542 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: pause
2023-04-26 11:17:56,542 INFO    HandlerThread:7688 [handler.py:handle_request_pause():719] stopping system metrics thread or process
2023-04-26 11:17:56,542 INFO    HandlerThread:7688 [system_monitor.py:finish():190] Stopping system monitor
2023-04-26 11:17:56,543 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined cpu monitor
2023-04-26 11:17:56,543 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined disk monitor
2023-04-26 11:17:56,543 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-26 11:17:56,543 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined memory monitor
2023-04-26 11:17:56,543 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-04-26 11:17:56,543 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined network monitor
2023-04-26 11:17:56,543 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-04-26 11:17:56,615 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: resume
2023-04-26 11:17:56,615 INFO    HandlerThread:7688 [handler.py:handle_request_resume():710] starting system metrics thread or process
2023-04-26 11:17:56,615 INFO    HandlerThread:7688 [system_monitor.py:start():181] Starting system monitor
2023-04-26 11:17:56,615 INFO    SystemMonitor:7688 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-26 11:17:56,616 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: pause
2023-04-26 11:17:56,616 INFO    HandlerThread:7688 [handler.py:handle_request_pause():719] stopping system metrics thread or process
2023-04-26 11:17:56,616 INFO    HandlerThread:7688 [system_monitor.py:finish():190] Stopping system monitor
2023-04-26 11:17:56,616 WARNING HandlerThread:7688 [interfaces.py:finish():207] Failed to finish cpu monitoring: cannot join thread before it is started
2023-04-26 11:17:56,616 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started cpu monitoring
2023-04-26 11:17:56,616 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-26 11:17:56,616 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-04-26 11:17:56,616 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-04-26 11:17:56,694 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: resume
2023-04-26 11:17:56,694 INFO    HandlerThread:7688 [handler.py:handle_request_resume():710] starting system metrics thread or process
2023-04-26 11:17:56,694 INFO    HandlerThread:7688 [system_monitor.py:start():181] Starting system monitor
2023-04-26 11:17:56,695 INFO    SystemMonitor:7688 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-26 11:17:56,698 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started cpu monitoring
2023-04-26 11:17:56,699 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started disk monitoring
2023-04-26 11:17:56,699 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started memory monitoring
2023-04-26 11:17:56,704 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started network monitoring
2023-04-26 11:17:56,708 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: pause
2023-04-26 11:17:56,708 INFO    HandlerThread:7688 [handler.py:handle_request_pause():719] stopping system metrics thread or process
2023-04-26 11:17:56,708 INFO    HandlerThread:7688 [system_monitor.py:finish():190] Stopping system monitor
2023-04-26 11:17:56,708 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-26 11:17:56,709 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-04-26 11:17:56,709 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-04-26 11:17:56,709 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined cpu monitor
2023-04-26 11:17:56,709 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined disk monitor
2023-04-26 11:17:56,709 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined memory monitor
2023-04-26 11:17:56,709 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined network monitor
2023-04-26 11:17:56,778 DEBUG   SenderThread:7688 [sender.py:send():375] send: telemetry
2023-04-26 11:17:56,778 DEBUG   SenderThread:7688 [sender.py:send():375] send: history
2023-04-26 11:17:56,778 DEBUG   SenderThread:7688 [sender.py:send_request():402] send_request: summary_record
2023-04-26 11:17:56,778 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: resume
2023-04-26 11:17:56,778 INFO    HandlerThread:7688 [handler.py:handle_request_resume():710] starting system metrics thread or process
2023-04-26 11:17:56,778 INFO    HandlerThread:7688 [system_monitor.py:start():181] Starting system monitor
2023-04-26 11:17:56,779 INFO    SenderThread:7688 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-04-26 11:17:56,779 INFO    SystemMonitor:7688 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-26 11:17:56,780 DEBUG   SenderThread:7688 [sender.py:send():375] send: stats
2023-04-26 11:17:56,780 DEBUG   SenderThread:7688 [sender.py:send():375] send: stats
2023-04-26 11:17:56,784 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started cpu monitoring
2023-04-26 11:17:56,785 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started disk monitoring
2023-04-26 11:17:56,786 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started memory monitoring
2023-04-26 11:17:56,792 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started network monitoring
2023-04-26 11:17:56,794 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: pause
2023-04-26 11:17:56,794 INFO    HandlerThread:7688 [handler.py:handle_request_pause():719] stopping system metrics thread or process
2023-04-26 11:17:56,794 INFO    HandlerThread:7688 [system_monitor.py:finish():190] Stopping system monitor
2023-04-26 11:17:56,794 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-04-26 11:17:56,794 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-04-26 11:17:56,794 DEBUG   SystemMonitor:7688 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-04-26 11:17:56,795 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined cpu monitor
2023-04-26 11:17:56,795 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined disk monitor
2023-04-26 11:17:56,795 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined memory monitor
2023-04-26 11:17:56,795 INFO    HandlerThread:7688 [interfaces.py:finish():202] Joined network monitor
2023-04-26 11:17:56,795 DEBUG   SenderThread:7688 [sender.py:send():375] send: stats
2023-04-26 11:17:56,855 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: resume
2023-04-26 11:17:56,855 INFO    HandlerThread:7688 [handler.py:handle_request_resume():710] starting system metrics thread or process
2023-04-26 11:17:56,856 INFO    HandlerThread:7688 [system_monitor.py:start():181] Starting system monitor
2023-04-26 11:17:56,856 INFO    SystemMonitor:7688 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-04-26 11:17:56,860 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started cpu monitoring
2023-04-26 11:17:56,861 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started disk monitoring
2023-04-26 11:17:56,861 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started memory monitoring
2023-04-26 11:17:56,868 INFO    SystemMonitor:7688 [interfaces.py:start():190] Started network monitoring
2023-04-26 11:17:57,217 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_created():278] file/dir created: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\requirements.txt
2023-04-26 11:17:57,218 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_created():278] file/dir created: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\wandb-metadata.json
2023-04-26 11:17:57,218 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_created():278] file/dir created: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\wandb-summary.json
2023-04-26 11:17:57,218 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_created():278] file/dir created: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:17:59,243 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:00,201 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status_report
2023-04-26 11:18:01,256 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:03,261 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:05,283 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:05,361 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status_report
2023-04-26 11:18:08,821 ERROR   wandb-upload_0:7688 [internal_api.py:upload_file():2099] upload_file exception https://storage.googleapis.com/wandb-production.appspot.com/dstech/drop-wall-impact-clfr/v1p9madg/wandb-metadata.json?Expires=1682583475&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=hb8AKt6150n52TjYaRwkLeTIZ442MhVqWgN1t%2BMjap0IHSbsmXv4NQ6M%2Bc96VekZSqL0ASkN%2Bbk8XJrmNf0%2BHp9BzzuACcTPjxPDUtcd%2FrVAqNvtzIcwlrRI82K6mTwSDp1A7sfhk9nm6AI8mLjcbiLD83DJb%2BElUPpndSSVOk4EfVRsftai6ESzZAIOpEa%2F8eAQgrq1cueXxuSdZSoig9%2Beuh58%2BvHAAiozPaDNIlRzqWg5NJA2hEiWAYM6NBlHoZwdrPV4DJOgneTKzz8hZK%2FfvytpwVYnQ5VGxULMNkSrwQ0WBNZ7R4aO28K%2F92lQqHwaP0wOAZWU3X2wfhHfUQ%3D%3D: HTTPSConnectionPool(host='storage.googleapis.com', port=443): Max retries exceeded with url: /wandb-production.appspot.com/dstech/drop-wall-impact-clfr/v1p9madg/wandb-metadata.json?Expires=1682583475&GoogleAccessId=wandb-production%40appspot.gserviceaccount.com&Signature=hb8AKt6150n52TjYaRwkLeTIZ442MhVqWgN1t%2BMjap0IHSbsmXv4NQ6M%2Bc96VekZSqL0ASkN%2Bbk8XJrmNf0%2BHp9BzzuACcTPjxPDUtcd%2FrVAqNvtzIcwlrRI82K6mTwSDp1A7sfhk9nm6AI8mLjcbiLD83DJb%2BElUPpndSSVOk4EfVRsftai6ESzZAIOpEa%2F8eAQgrq1cueXxuSdZSoig9%2Beuh58%2BvHAAiozPaDNIlRzqWg5NJA2hEiWAYM6NBlHoZwdrPV4DJOgneTKzz8hZK%2FfvytpwVYnQ5VGxULMNkSrwQ0WBNZ7R4aO28K%2F92lQqHwaP0wOAZWU3X2wfhHfUQ%3D%3D (Caused by SSLError(SSLEOFError(8, 'EOF occurred in violation of protocol (_ssl.c:1007)')))
2023-04-26 11:18:08,821 ERROR   wandb-upload_0:7688 [internal_api.py:upload_file():2101] upload_file request headers: {'User-Agent': 'python-requests/2.28.1', 'Accept-Encoding': 'gzip, deflate', 'Accept': '*/*', 'Connection': 'keep-alive', 'Content-Length': '1211'}
2023-04-26 11:18:08,822 ERROR   wandb-upload_0:7688 [internal_api.py:upload_file():2103] upload_file response body: 
2023-04-26 11:18:09,314 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:10,788 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status_report
2023-04-26 11:18:11,339 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:11,561 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: stop_status
2023-04-26 11:18:11,562 DEBUG   SenderThread:7688 [sender.py:send_request():402] send_request: stop_status
2023-04-26 11:18:15,380 INFO    Thread-45 :7688 [dir_watcher.py:_on_file_modified():295] file/dir modified: d:\‘“Ë¿ƒ\vkr_gh\Drop_wall_impact\notebooks\wandb\run-20230426_111128-v1p9madg\files\output.log
2023-04-26 11:18:16,048 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status_report
2023-04-26 11:18:21,098 DEBUG   HandlerThread:7688 [handler.py:handle_request():144] handle_request: status_report
